## SLURM PROLOG ###############################################################
##    Job ID : 8517581
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:01:27 PM EST 2025
###############################################################################
obs (49,)
timesteps=3125256 - 3126216, avg episodic return=10.00
timesteps=3125256 - 3126248, avg episodic return=10.00
timesteps=3125256 - 3126216, avg episodic return=10.00
timesteps=3126312 - 3127240, avg episodic return=10.00
timesteps=3126312 - 3127272, avg episodic return=10.00
timesteps=3126344 - 3127272, avg episodic return=10.00
timesteps=3126280 - 3127240, avg episodic return=10.00
timesteps=3126280 - 3127272, avg episodic return=10.00
timesteps=3127304 - 3128296, avg episodic return=10.00
timesteps=3127304 - 3128296, avg episodic return=10.00
timesteps=3127304 - 3128296, avg episodic return=10.00
timesteps=3127304 - 3128264, avg episodic return=10.00
timesteps=3127368 - 3128296, avg episodic return=10.00
timesteps=3128328 - 3129320, avg episodic return=10.32
timesteps=3128328 - 3129320, avg episodic return=10.00
timesteps=3128360 - 3129320, avg episodic return=10.00
timesteps=3128360 - 3129320, avg episodic return=10.00
timesteps=3128328 - 3129320, avg episodic return=10.00
timesteps=3129384 - 3130344, avg episodic return=10.00
timesteps=3129352 - 3130344, avg episodic return=10.00
timesteps=3129352 - 3130344, avg episodic return=10.00
timesteps=3129384 - 3130312, avg episodic return=10.00
timesteps=3129384 - 3130312, avg episodic return=10.00
timesteps=3130376 - 3131368, avg episodic return=10.00
timesteps=3130376 - 3131336, avg episodic return=10.00
timesteps=3130376 - 3131368, avg episodic return=10.00
timesteps=3130376 - 3131272, avg episodic return=10.00
timesteps=3130376 - 3131368, avg episodic return=10.00
timesteps=3131432 - 3132392, avg episodic return=10.00
timesteps=3131400 - 3132392, avg episodic return=10.00
timesteps=3131400 - 3132360, avg episodic return=10.00
timesteps=3131400 - 3132392, avg episodic return=10.00
timesteps=3131400 - 3132392, avg episodic return=10.00
timesteps=3132424 - 3133384, avg episodic return=10.00
timesteps=3132456 - 3133416, avg episodic return=10.00
timesteps=3132424 - 3133416, avg episodic return=10.00
timesteps=3132424 - 3133416, avg episodic return=10.00
timesteps=3132424 - 3133352, avg episodic return=10.00
timesteps=3133448 - 3134408, avg episodic return=10.00
timesteps=3133448 - 3134440, avg episodic return=10.00
timesteps=3133448 - 3134408, avg episodic return=10.00
timesteps=3133448 - 3134440, avg episodic return=10.00
timesteps=3133448 - 3134440, avg episodic return=10.00
timesteps=3134472 - 3135464, avg episodic return=10.00
timesteps=3134472 - 3135464, avg episodic return=10.00
timesteps=3134504 - 3135464, avg episodic return=10.00
timesteps=3134472 - 3135368, avg episodic return=10.00
timesteps=3134472 - 3135464, avg episodic return=10.00
timesteps=3135528 - 3136488, avg episodic return=9.72
timesteps=3135496 - 3136488, avg episodic return=10.00
timesteps=3135496 - 3136456, avg episodic return=10.00
timesteps=3135496 - 3136488, avg episodic return=10.00
timesteps=3135496 - 3136488, avg episodic return=10.00
timesteps=3136520 - 3137512, avg episodic return=10.00
timesteps=3136520 - 3137512, avg episodic return=10.00
timesteps=3136520 - 3137512, avg episodic return=10.00
timesteps=3136520 - 3137512, avg episodic return=10.00
timesteps=3136616 - 3137480, avg episodic return=10.00
timesteps=3137576 - 3138536, avg episodic return=10.00
timesteps=3137576 - 3138536, avg episodic return=10.00
timesteps=3137544 - 3138536, avg episodic return=10.00
timesteps=3137544 - 3138472, avg episodic return=10.00
timesteps=3137608 - 3138504, avg episodic return=10.00
timesteps=3138568 - 3139560, avg episodic return=10.00
timesteps=3138568 - 3139560, avg episodic return=10.00
timesteps=3138568 - 3139528, avg episodic return=10.00
timesteps=3138600 - 3139560, avg episodic return=10.00
timesteps=3138568 - 3139560, avg episodic return=10.00
timesteps=3139592 - 3140584, avg episodic return=9.66
timesteps=3139592 - 3140584, avg episodic return=10.00
timesteps=3139624 - 3140520, avg episodic return=10.00
timesteps=3139592 - 3140584, avg episodic return=10.00
timesteps=3139592 - 3140584, avg episodic return=10.00
timesteps=3140616 - 3141608, avg episodic return=9.68
timesteps=3140616 - 3141576, avg episodic return=10.00
timesteps=3140616 - 3141608, avg episodic return=10.00
timesteps=3140616 - 3141576, avg episodic return=10.00
timesteps=3140648 - 3141608, avg episodic return=10.00
timesteps=3141640 - 3142632, avg episodic return=10.00
timesteps=3141640 - 3142632, avg episodic return=10.00
timesteps=3141640 - 3142632, avg episodic return=10.00
timesteps=3141640 - 3142632, avg episodic return=10.00
timesteps=3141704 - 3142632, avg episodic return=10.00
timesteps=3142728 - 3143592, avg episodic return=10.00
timesteps=3142664 - 3143656, avg episodic return=10.00
timesteps=3142664 - 3143624, avg episodic return=10.00
timesteps=3142696 - 3143656, avg episodic return=10.00
timesteps=3142664 - 3143656, avg episodic return=10.00
timesteps=3143688 - 3144680, avg episodic return=10.00
timesteps=3143688 - 3144680, avg episodic return=10.00
timesteps=3143688 - 3144680, avg episodic return=10.00
timesteps=3143688 - 3144680, avg episodic return=10.00
timesteps=3143688 - 3144680, avg episodic return=10.00
timesteps=3144712 - 3145704, avg episodic return=10.00
timesteps=3144712 - 3145704, avg episodic return=10.00
timesteps=3144712 - 3145704, avg episodic return=10.00
timesteps=3144712 - 3145672, avg episodic return=10.00
timesteps=3144712 - 3145704, avg episodic return=10.00
timesteps=3145800 - 3146728, avg episodic return=10.00
timesteps=3145736 - 3146728, avg episodic return=10.00
timesteps=3145736 - 3146728, avg episodic return=10.00
timesteps=3145768 - 3146696, avg episodic return=10.00
timesteps=3145736 - 3146728, avg episodic return=10.00
timesteps=3146760 - 3147720, avg episodic return=10.00
timesteps=3146760 - 3147752, avg episodic return=10.00
timesteps=3146760 - 3147752, avg episodic return=10.00
timesteps=3146792 - 3147752, avg episodic return=10.00
timesteps=3146760 - 3147624, avg episodic return=10.00
timesteps=3147784 - 3148776, avg episodic return=10.00
timesteps=3147784 - 3148776, avg episodic return=10.00
timesteps=3147816 - 3148776, avg episodic return=10.00
timesteps=3147816 - 3148776, avg episodic return=10.00
timesteps=3147784 - 3148776, avg episodic return=10.00
timesteps=3148840 - 3149768, avg episodic return=10.00
timesteps=3148808 - 3149800, avg episodic return=10.00
timesteps=3148808 - 3149768, avg episodic return=10.00
timesteps=3148808 - 3149800, avg episodic return=10.00
timesteps=3148840 - 3149768, avg episodic return=10.00
timesteps=3149832 - 3150824, avg episodic return=10.00
timesteps=3149832 - 3150824, avg episodic return=10.00
timesteps=3149832 - 3150824, avg episodic return=10.00
timesteps=3149864 - 3150824, avg episodic return=10.00
timesteps=3149832 - 3150824, avg episodic return=10.00
timesteps=3150952 - 3151848, avg episodic return=10.00
timesteps=3150856 - 3151848, avg episodic return=10.00
timesteps=3150856 - 3151848, avg episodic return=10.00
timesteps=3150888 - 3151816, avg episodic return=10.00
timesteps=3150856 - 3151848, avg episodic return=10.00
timesteps=3151880 - 3152872, avg episodic return=10.00
timesteps=3151880 - 3152872, avg episodic return=10.00
timesteps=3151880 - 3152872, avg episodic return=10.00
timesteps=3151880 - 3152872, avg episodic return=10.00
timesteps=3151912 - 3152872, avg episodic return=10.00
timesteps=3152904 - 3153800, avg episodic return=10.00
timesteps=3152936 - 3153896, avg episodic return=10.00
timesteps=3152904 - 3153896, avg episodic return=10.00
timesteps=3152936 - 3153832, avg episodic return=10.00
timesteps=3152904 - 3153896, avg episodic return=10.00
timesteps=3153960 - 3154920, avg episodic return=10.00
timesteps=3153928 - 3154920, avg episodic return=10.00
timesteps=3153928 - 3154920, avg episodic return=10.00
timesteps=3153928 - 3154888, avg episodic return=10.00
timesteps=3153928 - 3154920, avg episodic return=10.00
timesteps=3154984 - 3155912, avg episodic return=10.00
timesteps=3154952 - 3155944, avg episodic return=10.00
timesteps=3154952 - 3155912, avg episodic return=10.00
timesteps=3154952 - 3155944, avg episodic return=10.00
timesteps=3154952 - 3155944, avg episodic return=10.00
timesteps=3155976 - 3156968, avg episodic return=10.00
timesteps=3155976 - 3156936, avg episodic return=10.00
timesteps=3156008 - 3156968, avg episodic return=10.00
timesteps=3155976 - 3156968, avg episodic return=10.00
timesteps=3155976 - 3156968, avg episodic return=10.00
timesteps=3157000 - 3157992, avg episodic return=10.00
timesteps=3157000 - 3157992, avg episodic return=10.00
timesteps=3157000 - 3157992, avg episodic return=10.00
timesteps=3157000 - 3157992, avg episodic return=10.00
timesteps=3157000 - 3157992, avg episodic return=10.00
timesteps=3158024 - 3159016, avg episodic return=10.00
timesteps=3158024 - 3159016, avg episodic return=10.00
timesteps=3158024 - 3159016, avg episodic return=10.00
timesteps=3158024 - 3159016, avg episodic return=10.00
timesteps=3158024 - 3159016, avg episodic return=10.00
timesteps=3159048 - 3160040, avg episodic return=10.00
timesteps=3159048 - 3160008, avg episodic return=10.00
timesteps=3159080 - 3160040, avg episodic return=10.00
timesteps=3159048 - 3159944, avg episodic return=10.00
timesteps=3159048 - 3160040, avg episodic return=10.00
timesteps=3160072 - 3161064, avg episodic return=10.00
timesteps=3160072 - 3161064, avg episodic return=10.00
timesteps=3160072 - 3161064, avg episodic return=10.00
timesteps=3160072 - 3161064, avg episodic return=10.00
timesteps=3160104 - 3161064, avg episodic return=10.00
timesteps=3161128 - 3162088, avg episodic return=10.00
timesteps=3161096 - 3162088, avg episodic return=10.00
timesteps=3161128 - 3162088, avg episodic return=10.00
timesteps=3161096 - 3162088, avg episodic return=10.00
timesteps=3161128 - 3162088, avg episodic return=10.00
timesteps=3162152 - 3163112, avg episodic return=10.00
timesteps=3162120 - 3163112, avg episodic return=10.00
timesteps=3162120 - 3163080, avg episodic return=10.00
timesteps=3162120 - 3163112, avg episodic return=10.00
timesteps=3162120 - 3163112, avg episodic return=10.00
timesteps=3163144 - 3164136, avg episodic return=10.38
timesteps=3163144 - 3164104, avg episodic return=10.00
timesteps=3163144 - 3164136, avg episodic return=10.00
timesteps=3163144 - 3164136, avg episodic return=10.00
timesteps=3163176 - 3164136, avg episodic return=10.00
timesteps=3164168 - 3165128, avg episodic return=10.00
timesteps=3164168 - 3165160, avg episodic return=10.00
timesteps=3164168 - 3165160, avg episodic return=10.00
timesteps=3164168 - 3165096, avg episodic return=10.00
timesteps=3164168 - 3165128, avg episodic return=10.00
timesteps=3165256 - 3166184, avg episodic return=10.00
timesteps=3165192 - 3166184, avg episodic return=10.00
timesteps=3165192 - 3166184, avg episodic return=10.00
timesteps=3165192 - 3166152, avg episodic return=10.00
timesteps=3165192 - 3166184, avg episodic return=10.00
timesteps=3166216 - 3167208, avg episodic return=10.00
timesteps=3166216 - 3167176, avg episodic return=10.00
timesteps=3166216 - 3167176, avg episodic return=10.00
timesteps=3166216 - 3167176, avg episodic return=10.00
timesteps=3166248 - 3167208, avg episodic return=10.00
timesteps=3167272 - 3168232, avg episodic return=10.00
timesteps=3167240 - 3168232, avg episodic return=10.00
timesteps=3167240 - 3168232, avg episodic return=10.00
timesteps=3167240 - 3168232, avg episodic return=10.00
timesteps=3167272 - 3168232, avg episodic return=10.00
timesteps=3168264 - 3169256, avg episodic return=9.57
timesteps=3168264 - 3169256, avg episodic return=10.00
timesteps=3168392 - 3169160, avg episodic return=10.00
timesteps=3168264 - 3169256, avg episodic return=10.00
timesteps=3168328 - 3169256, avg episodic return=10.00
timesteps=3169320 - 3170280, avg episodic return=10.00
timesteps=3169288 - 3170248, avg episodic return=10.00
timesteps=3169288 - 3170280, avg episodic return=10.00
timesteps=3169288 - 3170248, avg episodic return=10.26
timesteps=3169320 - 3170280, avg episodic return=10.00
timesteps=3170344 - 3171304, avg episodic return=10.00
timesteps=3170312 - 3171272, avg episodic return=10.00
timesteps=3170376 - 3171272, avg episodic return=10.00
timesteps=3170312 - 3171304, avg episodic return=10.00
timesteps=3170312 - 3171304, avg episodic return=10.00
timesteps=3171368 - 3172296, avg episodic return=10.00
timesteps=3171336 - 3172328, avg episodic return=10.00
timesteps=3171336 - 3172328, avg episodic return=10.00
timesteps=3171368 - 3172328, avg episodic return=10.00
timesteps=3171336 - 3172328, avg episodic return=10.00
timesteps=3172424 - 3173352, avg episodic return=10.00
timesteps=3172360 - 3173352, avg episodic return=10.00
timesteps=3172360 - 3173352, avg episodic return=10.00
timesteps=3172360 - 3173352, avg episodic return=10.00
timesteps=3172360 - 3173352, avg episodic return=10.00
timesteps=3173416 - 3174376, avg episodic return=10.00
timesteps=3173384 - 3174376, avg episodic return=10.00
timesteps=3173384 - 3174376, avg episodic return=10.00
timesteps=3173384 - 3174312, avg episodic return=10.00
timesteps=3173384 - 3174376, avg episodic return=10.00
timesteps=3174408 - 3175368, avg episodic return=10.00
timesteps=3174408 - 3175400, avg episodic return=10.00
timesteps=3174472 - 3175400, avg episodic return=10.00
timesteps=3174408 - 3175400, avg episodic return=10.00
timesteps=3174408 - 3175368, avg episodic return=10.00
timesteps=3175528 - 3176424, avg episodic return=10.00
timesteps=3175432 - 3176392, avg episodic return=10.00
timesteps=3175432 - 3176424, avg episodic return=10.00
timesteps=3175432 - 3176360, avg episodic return=10.00
timesteps=3175432 - 3176424, avg episodic return=10.00
timesteps=3176456 - 3177448, avg episodic return=10.00
timesteps=3176488 - 3177416, avg episodic return=10.00
timesteps=3176456 - 3177448, avg episodic return=10.00
timesteps=3176456 - 3177448, avg episodic return=10.00
timesteps=3176488 - 3177416, avg episodic return=10.00
timesteps=3177512 - 3178344, avg episodic return=10.00
timesteps=3177480 - 3178472, avg episodic return=10.00
timesteps=3177480 - 3178472, avg episodic return=10.00
timesteps=3177512 - 3178472, avg episodic return=10.00
timesteps=3177480 - 3178440, avg episodic return=10.00
timesteps=3178536 - 3179496, avg episodic return=10.00
timesteps=3178504 - 3179464, avg episodic return=10.00
timesteps=3178504 - 3179496, avg episodic return=10.00
timesteps=3178504 - 3179496, avg episodic return=10.00
timesteps=3178504 - 3179496, avg episodic return=10.00
timesteps=3179528 - 3180456, avg episodic return=10.00
timesteps=3179528 - 3180456, avg episodic return=10.00
timesteps=3179560 - 3180488, avg episodic return=10.00
timesteps=3179528 - 3180520, avg episodic return=10.00
timesteps=3179560 - 3180488, avg episodic return=10.00
timesteps=3180552 - 3181448, avg episodic return=10.00
timesteps=3180552 - 3181512, avg episodic return=10.00
timesteps=3180552 - 3181544, avg episodic return=10.00
timesteps=3180616 - 3181544, avg episodic return=10.00
timesteps=3180552 - 3181544, avg episodic return=10.00
timesteps=3181608 - 3182568, avg episodic return=10.00
timesteps=3181576 - 3182568, avg episodic return=10.00
timesteps=3181576 - 3182568, avg episodic return=10.00
timesteps=3181576 - 3182568, avg episodic return=10.00
timesteps=3181576 - 3182568, avg episodic return=10.00
timesteps=3182600 - 3183592, avg episodic return=9.64
timesteps=3182600 - 3183592, avg episodic return=10.00
timesteps=3182600 - 3183592, avg episodic return=10.00
timesteps=3182600 - 3183528, avg episodic return=10.00
timesteps=3182600 - 3183592, avg episodic return=10.00
timesteps=3183624 - 3184616, avg episodic return=9.55
timesteps=3183624 - 3184616, avg episodic return=10.00
timesteps=3183720 - 3184616, avg episodic return=10.00
timesteps=3183624 - 3184552, avg episodic return=10.00
