## SLURM PROLOG ###############################################################
##    Job ID : 8517534
##  Job Name : runs_rocksample_15_15_transformer
##  Nodelist : gpu2107
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 07:30:11 PM EST 2025
###############################################################################
obs (65,)
timesteps=6424848 - 6426384, avg episodic return=10.77
timesteps=6424720 - 6426512, avg episodic return=10.00
timesteps=6424592 - 6426512, avg episodic return=9.29
timesteps=6424720 - 6426512, avg episodic return=10.00
timesteps=6424592 - 6426512, avg episodic return=10.00
timesteps=6427280 - 6428560, avg episodic return=10.00
timesteps=6426640 - 6428560, avg episodic return=10.00
timesteps=6427280 - 6428304, avg episodic return=10.00
timesteps=6426640 - 6428560, avg episodic return=10.32
timesteps=6426896 - 6428560, avg episodic return=10.00
timesteps=6428688 - 6430480, avg episodic return=10.00
timesteps=6428688 - 6430608, avg episodic return=10.00
timesteps=6428816 - 6430608, avg episodic return=10.00
timesteps=6428688 - 6430608, avg episodic return=10.00
timesteps=6428688 - 6430608, avg episodic return=10.00
timesteps=6430736 - 6432656, avg episodic return=10.00
timesteps=6430736 - 6432656, avg episodic return=10.00
timesteps=6430864 - 6432656, avg episodic return=10.00
timesteps=6430736 - 6432656, avg episodic return=10.00
timesteps=6430736 - 6432656, avg episodic return=10.00
timesteps=6432784 - 6434576, avg episodic return=9.44
timesteps=6432784 - 6434704, avg episodic return=10.00
timesteps=6433296 - 6434704, avg episodic return=10.00
timesteps=6432912 - 6434704, avg episodic return=10.00
timesteps=6432784 - 6434704, avg episodic return=10.00
timesteps=6434832 - 6436752, avg episodic return=10.00
timesteps=6434960 - 6436752, avg episodic return=10.00
timesteps=6434832 - 6436752, avg episodic return=10.00
timesteps=6434832 - 6436752, avg episodic return=10.00
timesteps=6434832 - 6436752, avg episodic return=10.00
timesteps=6437008 - 6438800, avg episodic return=10.67
timesteps=6436880 - 6438800, avg episodic return=10.00
timesteps=6437008 - 6438416, avg episodic return=10.00
timesteps=6436880 - 6438800, avg episodic return=10.27
timesteps=6436880 - 6438800, avg episodic return=10.00
timesteps=6439312 - 6440848, avg episodic return=10.00
timesteps=6438928 - 6440848, avg episodic return=10.00
timesteps=6439440 - 6440848, avg episodic return=9.09
timesteps=6438928 - 6440848, avg episodic return=10.00
timesteps=6438928 - 6440848, avg episodic return=10.00
timesteps=6440976 - 6442896, avg episodic return=10.91
timesteps=6440976 - 6442896, avg episodic return=10.00
timesteps=6441232 - 6442896, avg episodic return=10.00
timesteps=6441104 - 6442896, avg episodic return=10.00
timesteps=6440976 - 6442896, avg episodic return=10.00
timesteps=6443152 - 6444944, avg episodic return=10.50
timesteps=6443024 - 6444944, avg episodic return=10.00
timesteps=6443024 - 6444944, avg episodic return=10.00
timesteps=6443024 - 6444944, avg episodic return=9.73
timesteps=6443024 - 6444944, avg episodic return=10.00
timesteps=6445072 - 6446736, avg episodic return=10.00
timesteps=6445072 - 6446992, avg episodic return=10.00
timesteps=6445072 - 6446736, avg episodic return=9.23
timesteps=6445072 - 6446992, avg episodic return=10.00
timesteps=6445072 - 6446864, avg episodic return=10.00
timesteps=6447376 - 6448912, avg episodic return=10.00
timesteps=6447248 - 6449040, avg episodic return=10.00
timesteps=6447376 - 6448912, avg episodic return=10.00
timesteps=6447248 - 6449040, avg episodic return=10.00
timesteps=6447120 - 6449040, avg episodic return=10.00
timesteps=6449808 - 6451088, avg episodic return=10.00
timesteps=6449168 - 6451088, avg episodic return=10.00
timesteps=6449168 - 6451088, avg episodic return=10.00
timesteps=6449168 - 6451088, avg episodic return=10.00
timesteps=6449296 - 6451088, avg episodic return=10.00
timesteps=6451472 - 6453136, avg episodic return=10.71
timesteps=6451216 - 6453136, avg episodic return=10.00
timesteps=6451728 - 6453136, avg episodic return=10.00
timesteps=6451344 - 6453136, avg episodic return=10.00
timesteps=6451216 - 6453136, avg episodic return=10.00
timesteps=6453648 - 6454928, avg episodic return=9.17
timesteps=6453264 - 6455184, avg episodic return=10.00
timesteps=6453520 - 6455056, avg episodic return=10.00
timesteps=6453264 - 6455184, avg episodic return=10.00
timesteps=6453392 - 6455184, avg episodic return=10.00
timesteps=6455824 - 6457232, avg episodic return=10.00
timesteps=6455312 - 6457232, avg episodic return=10.00
timesteps=6455440 - 6457232, avg episodic return=10.00
timesteps=6455312 - 6457232, avg episodic return=10.00
timesteps=6455312 - 6457232, avg episodic return=10.00
timesteps=6457616 - 6459024, avg episodic return=10.00
timesteps=6457360 - 6459280, avg episodic return=10.00
timesteps=6457488 - 6459280, avg episodic return=10.00
timesteps=6457360 - 6459280, avg episodic return=10.00
timesteps=6457360 - 6459280, avg episodic return=10.00
timesteps=6459408 - 6461328, avg episodic return=10.00
timesteps=6459408 - 6461328, avg episodic return=10.00
timesteps=6459664 - 6460560, avg episodic return=10.00
timesteps=6459408 - 6461328, avg episodic return=10.00
timesteps=6459408 - 6461328, avg episodic return=10.00
timesteps=6461584 - 6463376, avg episodic return=9.29
timesteps=6461456 - 6463376, avg episodic return=10.00
timesteps=6461712 - 6463248, avg episodic return=10.00
timesteps=6461456 - 6463376, avg episodic return=10.00
timesteps=6461456 - 6463376, avg episodic return=10.00
timesteps=6463504 - 6465296, avg episodic return=10.00
timesteps=6463504 - 6465424, avg episodic return=10.00
timesteps=6463632 - 6465424, avg episodic return=10.00
timesteps=6463504 - 6465424, avg episodic return=10.00
timesteps=6463504 - 6465424, avg episodic return=10.00
timesteps=6465552 - 6467216, avg episodic return=8.89
timesteps=6465552 - 6467472, avg episodic return=10.00
timesteps=6465552 - 6467472, avg episodic return=10.00
timesteps=6465808 - 6467472, avg episodic return=10.00
timesteps=6465552 - 6467472, avg episodic return=10.00
timesteps=6467600 - 6469392, avg episodic return=10.83
timesteps=6467600 - 6469520, avg episodic return=10.00
timesteps=6467600 - 6469520, avg episodic return=8.18
timesteps=6467600 - 6469520, avg episodic return=10.00
timesteps=6467600 - 6469520, avg episodic return=10.00
timesteps=6469648 - 6471312, avg episodic return=10.00
timesteps=6469648 - 6471568, avg episodic return=10.00
timesteps=6469904 - 6471568, avg episodic return=10.00
timesteps=6469648 - 6471568, avg episodic return=10.00
timesteps=6469648 - 6471568, avg episodic return=10.00
timesteps=6471696 - 6473616, avg episodic return=10.00
timesteps=6471696 - 6473616, avg episodic return=10.00
timesteps=6471696 - 6473488, avg episodic return=10.00
timesteps=6471696 - 6473616, avg episodic return=10.00
timesteps=6471696 - 6473616, avg episodic return=10.00
timesteps=6473744 - 6475664, avg episodic return=8.67
timesteps=6473744 - 6475664, avg episodic return=10.00
timesteps=6473744 - 6475408, avg episodic return=10.00
timesteps=6473744 - 6475664, avg episodic return=10.00
timesteps=6473744 - 6475664, avg episodic return=10.00
timesteps=6475920 - 6477712, avg episodic return=10.00
timesteps=6475920 - 6477712, avg episodic return=10.00
timesteps=6475792 - 6477712, avg episodic return=11.43
timesteps=6475792 - 6477712, avg episodic return=10.00
timesteps=6475792 - 6477712, avg episodic return=10.00
timesteps=6477840 - 6479760, avg episodic return=9.17
timesteps=6477840 - 6479760, avg episodic return=10.00
timesteps=6477840 - 6479632, avg episodic return=10.00
timesteps=6477840 - 6479760, avg episodic return=10.00
timesteps=6477840 - 6479760, avg episodic return=10.00
timesteps=6479888 - 6481808, avg episodic return=10.00
timesteps=6479888 - 6481808, avg episodic return=10.00
timesteps=6479888 - 6481808, avg episodic return=10.00
timesteps=6479888 - 6481552, avg episodic return=10.00
timesteps=6479888 - 6481808, avg episodic return=10.00
timesteps=6481936 - 6483344, avg episodic return=10.00
timesteps=6481936 - 6483856, avg episodic return=10.00
timesteps=6482064 - 6483856, avg episodic return=10.00
timesteps=6481936 - 6483856, avg episodic return=10.00
timesteps=6481936 - 6483856, avg episodic return=10.00
timesteps=6484112 - 6485264, avg episodic return=10.77
timesteps=6483984 - 6485904, avg episodic return=10.00
timesteps=6483984 - 6485776, avg episodic return=10.00
timesteps=6483984 - 6485904, avg episodic return=10.00
timesteps=6483984 - 6485776, avg episodic return=10.00
timesteps=6486544 - 6487440, avg episodic return=8.33
timesteps=6486032 - 6487952, avg episodic return=10.00
timesteps=6486288 - 6487696, avg episodic return=10.00
timesteps=6486032 - 6487952, avg episodic return=10.00
timesteps=6486032 - 6487952, avg episodic return=10.00
timesteps=6488336 - 6490000, avg episodic return=11.11
timesteps=6488080 - 6490000, avg episodic return=10.00
timesteps=6488080 - 6490000, avg episodic return=10.00
timesteps=6488080 - 6490000, avg episodic return=10.00
timesteps=6488080 - 6490000, avg episodic return=10.00
timesteps=6490384 - 6492048, avg episodic return=10.00
timesteps=6490128 - 6492048, avg episodic return=10.00
timesteps=6490128 - 6492048, avg episodic return=9.33
timesteps=6490128 - 6491792, avg episodic return=10.00
timesteps=6490128 - 6492048, avg episodic return=10.00
timesteps=6492304 - 6493584, avg episodic return=10.00
timesteps=6492176 - 6494096, avg episodic return=10.00
timesteps=6492176 - 6494096, avg episodic return=10.00
timesteps=6492176 - 6494096, avg episodic return=9.66
timesteps=6492176 - 6494096, avg episodic return=10.00
timesteps=6494352 - 6496144, avg episodic return=10.00
timesteps=6494224 - 6496144, avg episodic return=10.00
timesteps=6494224 - 6496016, avg episodic return=10.00
timesteps=6494352 - 6496144, avg episodic return=10.00
timesteps=6494224 - 6496144, avg episodic return=10.00
timesteps=6496400 - 6498192, avg episodic return=10.00
timesteps=6496272 - 6498192, avg episodic return=10.00
timesteps=6496528 - 6498192, avg episodic return=10.00
timesteps=6496272 - 6498064, avg episodic return=9.69
timesteps=6496272 - 6498192, avg episodic return=10.00
timesteps=6498448 - 6500240, avg episodic return=10.00
timesteps=6498320 - 6500240, avg episodic return=10.00
timesteps=6498320 - 6500112, avg episodic return=8.67
timesteps=6498320 - 6500112, avg episodic return=10.00
timesteps=6498320 - 6500240, avg episodic return=10.00
timesteps=6500880 - 6502160, avg episodic return=10.00
timesteps=6500368 - 6502288, avg episodic return=10.00
timesteps=6500624 - 6502288, avg episodic return=10.00
timesteps=6500368 - 6502288, avg episodic return=10.00
timesteps=6500368 - 6502288, avg episodic return=10.00
timesteps=6502544 - 6504208, avg episodic return=10.00
timesteps=6502416 - 6504336, avg episodic return=10.00
timesteps=6502416 - 6503952, avg episodic return=10.00
timesteps=6502416 - 6504336, avg episodic return=10.00
timesteps=6502416 - 6504336, avg episodic return=10.00
timesteps=6504464 - 6506384, avg episodic return=9.33
timesteps=6504464 - 6506384, avg episodic return=10.00
timesteps=6504464 - 6506256, avg episodic return=9.23
timesteps=6504720 - 6506384, avg episodic return=10.00
timesteps=6504464 - 6506384, avg episodic return=10.00
timesteps=6506512 - 6508304, avg episodic return=9.09
timesteps=6506512 - 6508432, avg episodic return=10.00
timesteps=6506512 - 6508304, avg episodic return=10.00
timesteps=6506512 - 6508432, avg episodic return=10.00
timesteps=6506640 - 6508432, avg episodic return=10.00
timesteps=6508560 - 6510224, avg episodic return=10.77
timesteps=6508560 - 6510480, avg episodic return=10.00
timesteps=6508560 - 6510480, avg episodic return=10.00
timesteps=6508688 - 6510480, avg episodic return=10.00
timesteps=6508560 - 6510480, avg episodic return=10.00
timesteps=6510736 - 6512272, avg episodic return=10.00
timesteps=6510608 - 6512528, avg episodic return=10.00
timesteps=6510608 - 6512144, avg episodic return=10.00
timesteps=6510608 - 6512528, avg episodic return=10.00
timesteps=6510608 - 6512528, avg episodic return=10.00
timesteps=6512656 - 6514576, avg episodic return=10.00
timesteps=6512656 - 6514576, avg episodic return=10.00
timesteps=6512656 - 6514576, avg episodic return=10.00
timesteps=6512784 - 6514576, avg episodic return=10.00
timesteps=6512656 - 6514448, avg episodic return=10.00
timesteps=6514960 - 6516624, avg episodic return=10.00
timesteps=6514704 - 6516624, avg episodic return=10.00
timesteps=6514704 - 6516624, avg episodic return=10.00
timesteps=6514704 - 6516624, avg episodic return=10.00
timesteps=6514832 - 6516624, avg episodic return=10.00
timesteps=6516752 - 6518672, avg episodic return=10.83
timesteps=6516752 - 6518672, avg episodic return=10.00
timesteps=6516752 - 6518672, avg episodic return=10.00
timesteps=6516752 - 6518672, avg episodic return=10.33
timesteps=6516752 - 6518672, avg episodic return=10.00
timesteps=6518800 - 6520336, avg episodic return=10.00
timesteps=6518800 - 6520720, avg episodic return=10.00
timesteps=6518928 - 6520720, avg episodic return=10.00
timesteps=6518800 - 6520464, avg episodic return=10.00
timesteps=6518800 - 6520720, avg episodic return=10.00
timesteps=6520848 - 6522640, avg episodic return=10.77
timesteps=6520848 - 6522768, avg episodic return=10.00
timesteps=6520848 - 6522768, avg episodic return=10.00
timesteps=6520848 - 6522768, avg episodic return=10.00
timesteps=6520848 - 6522640, avg episodic return=10.00
timesteps=6523024 - 6524816, avg episodic return=10.00
timesteps=6522896 - 6524816, avg episodic return=10.00
timesteps=6522896 - 6524688, avg episodic return=10.00
timesteps=6522896 - 6524816, avg episodic return=10.00
timesteps=6522896 - 6524816, avg episodic return=10.00
timesteps=6525456 - 6526864, avg episodic return=10.00
timesteps=6524944 - 6526864, avg episodic return=10.00
timesteps=6524944 - 6526864, avg episodic return=10.00
timesteps=6525072 - 6526736, avg episodic return=10.00
timesteps=6524944 - 6526864, avg episodic return=10.00
timesteps=6527120 - 6528912, avg episodic return=9.33
timesteps=6526992 - 6528912, avg episodic return=10.00
timesteps=6526992 - 6528784, avg episodic return=10.00
timesteps=6526992 - 6528912, avg episodic return=10.00
timesteps=6526992 - 6528912, avg episodic return=10.00
timesteps=6529040 - 6530960, avg episodic return=10.00
timesteps=6529040 - 6530960, avg episodic return=10.00
timesteps=6529296 - 6530448, avg episodic return=10.00
timesteps=6529040 - 6530960, avg episodic return=10.00
timesteps=6529040 - 6530960, avg episodic return=10.00
timesteps=6531216 - 6532880, avg episodic return=10.71
timesteps=6531088 - 6533008, avg episodic return=10.00
timesteps=6531216 - 6533008, avg episodic return=10.00
timesteps=6531088 - 6533008, avg episodic return=10.00
timesteps=6531088 - 6533008, avg episodic return=10.00
timesteps=6533136 - 6535056, avg episodic return=10.00
timesteps=6533136 - 6535056, avg episodic return=10.00
timesteps=6533520 - 6534928, avg episodic return=11.67
timesteps=6533264 - 6535056, avg episodic return=10.32
timesteps=6533136 - 6535056, avg episodic return=10.00
timesteps=6535184 - 6537104, avg episodic return=10.00
timesteps=6535184 - 6537104, avg episodic return=10.00
timesteps=6535312 - 6536720, avg episodic return=10.62
timesteps=6535184 - 6536976, avg episodic return=10.00
timesteps=6535312 - 6537104, avg episodic return=10.00
timesteps=6537360 - 6539152, avg episodic return=10.00
timesteps=6537232 - 6539152, avg episodic return=10.00
timesteps=6537360 - 6539024, avg episodic return=9.17
timesteps=6537232 - 6539152, avg episodic return=10.00
timesteps=6537232 - 6539152, avg episodic return=10.00
timesteps=6539280 - 6540816, avg episodic return=10.00
timesteps=6539280 - 6541200, avg episodic return=10.00
timesteps=6539280 - 6541200, avg episodic return=10.00
timesteps=6539280 - 6541072, avg episodic return=10.00
timesteps=6539280 - 6541200, avg episodic return=10.00
timesteps=6541328 - 6543248, avg episodic return=9.55
timesteps=6541584 - 6543248, avg episodic return=10.00
timesteps=6541328 - 6542736, avg episodic return=10.00
