## SLURM PROLOG ###############################################################
##    Job ID : 8517585
##  Job Name : runs_rocksample_11_11_transformer
##  Nodelist : gpu2101
##      CPUs : 
##  Mem/Node : 32768 MB
## Directory : /oscar/home/kguo32/pobax/scripts/launching
##   Job Started : Sat Feb 22 08:10:02 PM EST 2025
###############################################################################
obs (49,)
timesteps=2347016 - 2347976, avg episodic return=10.00
timesteps=2347080 - 2347976, avg episodic return=10.43
timesteps=2347112 - 2347880, avg episodic return=10.00
timesteps=2347048 - 2348008, avg episodic return=10.48
timesteps=2348104 - 2349032, avg episodic return=10.00
timesteps=2348040 - 2349000, avg episodic return=10.56
timesteps=2348040 - 2349000, avg episodic return=10.50
timesteps=2348136 - 2348936, avg episodic return=9.41
timesteps=2348040 - 2348840, avg episodic return=10.00
timesteps=2349064 - 2349992, avg episodic return=9.33
timesteps=2349160 - 2350056, avg episodic return=10.00
timesteps=2349128 - 2350056, avg episodic return=10.00
timesteps=2349064 - 2350056, avg episodic return=10.00
timesteps=2349096 - 2349896, avg episodic return=10.00
timesteps=2350088 - 2350952, avg episodic return=10.00
timesteps=2350088 - 2351016, avg episodic return=10.00
timesteps=2350120 - 2351048, avg episodic return=10.00
timesteps=2350120 - 2351080, avg episodic return=10.00
timesteps=2350088 - 2351048, avg episodic return=9.29
timesteps=2351144 - 2351944, avg episodic return=10.00
timesteps=2351112 - 2352072, avg episodic return=9.57
timesteps=2351240 - 2351976, avg episodic return=10.00
timesteps=2351240 - 2352072, avg episodic return=10.56
timesteps=2351112 - 2351976, avg episodic return=10.00
timesteps=2352168 - 2353128, avg episodic return=10.48
timesteps=2352168 - 2352904, avg episodic return=10.00
timesteps=2352136 - 2353128, avg episodic return=9.57
timesteps=2352232 - 2353096, avg episodic return=10.00
timesteps=2352232 - 2353032, avg episodic return=9.33
timesteps=2353256 - 2354088, avg episodic return=11.25
timesteps=2353256 - 2354152, avg episodic return=9.55
timesteps=2353160 - 2354152, avg episodic return=10.42
timesteps=2353160 - 2354056, avg episodic return=10.50
timesteps=2353160 - 2354120, avg episodic return=9.26
timesteps=2354248 - 2355112, avg episodic return=8.75
timesteps=2354184 - 2355176, avg episodic return=10.00
timesteps=2354184 - 2355176, avg episodic return=10.00
timesteps=2354216 - 2354984, avg episodic return=10.71
timesteps=2354280 - 2355176, avg episodic return=10.00
timesteps=2355240 - 2356136, avg episodic return=10.77
timesteps=2355208 - 2356200, avg episodic return=10.00
timesteps=2355240 - 2356104, avg episodic return=9.09
timesteps=2355208 - 2356200, avg episodic return=10.00
timesteps=2355208 - 2356200, avg episodic return=10.87
timesteps=2356296 - 2357224, avg episodic return=10.00
timesteps=2356232 - 2357128, avg episodic return=10.00
timesteps=2356232 - 2357192, avg episodic return=8.89
timesteps=2356232 - 2357224, avg episodic return=9.47
timesteps=2356264 - 2357192, avg episodic return=9.47
timesteps=2357352 - 2358120, avg episodic return=10.00
timesteps=2357288 - 2358184, avg episodic return=10.00
timesteps=2357352 - 2358088, avg episodic return=10.00
timesteps=2357256 - 2358152, avg episodic return=11.88
timesteps=2357288 - 2358216, avg episodic return=10.00
timesteps=2358280 - 2359112, avg episodic return=10.00
timesteps=2358280 - 2359176, avg episodic return=10.50
timesteps=2358280 - 2359080, avg episodic return=10.91
timesteps=2358312 - 2359272, avg episodic return=9.38
timesteps=2358312 - 2359144, avg episodic return=10.00
timesteps=2359368 - 2360264, avg episodic return=9.41
timesteps=2359336 - 2360296, avg episodic return=9.64
timesteps=2359336 - 2360168, avg episodic return=10.67
timesteps=2359304 - 2360296, avg episodic return=10.00
timesteps=2359368 - 2360232, avg episodic return=10.67
timesteps=2360360 - 2361256, avg episodic return=9.17
timesteps=2360328 - 2361320, avg episodic return=9.52
timesteps=2360488 - 2361320, avg episodic return=9.41
timesteps=2360328 - 2361288, avg episodic return=10.00
timesteps=2360360 - 2361160, avg episodic return=10.00
timesteps=2361352 - 2362344, avg episodic return=10.00
timesteps=2361448 - 2362344, avg episodic return=10.40
timesteps=2361672 - 2362248, avg episodic return=10.00
timesteps=2361352 - 2362280, avg episodic return=10.77
timesteps=2361352 - 2362344, avg episodic return=10.45
timesteps=2362376 - 2363272, avg episodic return=8.82
timesteps=2362408 - 2363368, avg episodic return=10.00
timesteps=2362376 - 2363272, avg episodic return=10.00
timesteps=2362440 - 2363240, avg episodic return=10.00
timesteps=2362376 - 2363304, avg episodic return=8.89
timesteps=2363432 - 2364328, avg episodic return=10.00
timesteps=2363464 - 2364392, avg episodic return=10.00
timesteps=2363432 - 2364392, avg episodic return=10.00
timesteps=2363400 - 2364232, avg episodic return=9.17
timesteps=2363400 - 2364168, avg episodic return=10.00
timesteps=2364456 - 2365192, avg episodic return=10.00
timesteps=2364488 - 2365416, avg episodic return=9.44
timesteps=2364424 - 2365416, avg episodic return=9.38
timesteps=2364424 - 2365320, avg episodic return=10.95
timesteps=2364456 - 2365352, avg episodic return=8.95
timesteps=2365448 - 2366376, avg episodic return=11.00
timesteps=2365576 - 2366440, avg episodic return=10.00
timesteps=2365736 - 2366440, avg episodic return=10.00
timesteps=2365512 - 2366440, avg episodic return=10.00
timesteps=2365576 - 2366440, avg episodic return=9.17
timesteps=2366472 - 2367464, avg episodic return=10.83
timesteps=2366472 - 2367464, avg episodic return=10.00
timesteps=2366472 - 2367400, avg episodic return=10.00
timesteps=2366632 - 2367304, avg episodic return=9.23
timesteps=2366568 - 2367464, avg episodic return=10.00
timesteps=2367560 - 2368456, avg episodic return=10.00
timesteps=2367592 - 2368456, avg episodic return=9.57
timesteps=2367496 - 2368488, avg episodic return=10.00
timesteps=2367528 - 2368456, avg episodic return=8.89
timesteps=2367528 - 2368456, avg episodic return=10.77
timesteps=2368712 - 2369416, avg episodic return=10.00
timesteps=2368552 - 2369480, avg episodic return=10.00
timesteps=2368616 - 2369512, avg episodic return=9.47
timesteps=2368616 - 2369352, avg episodic return=8.95
timesteps=2368520 - 2369480, avg episodic return=10.00
timesteps=2369576 - 2370536, avg episodic return=9.23
timesteps=2369576 - 2370536, avg episodic return=8.89
timesteps=2369544 - 2370536, avg episodic return=10.50
timesteps=2369608 - 2370504, avg episodic return=7.78
timesteps=2369608 - 2370536, avg episodic return=9.50
timesteps=2370728 - 2371528, avg episodic return=9.23
timesteps=2370568 - 2371528, avg episodic return=10.71
timesteps=2370568 - 2371496, avg episodic return=10.00
timesteps=2370600 - 2371560, avg episodic return=10.00
timesteps=2370760 - 2371528, avg episodic return=10.00
timesteps=2371656 - 2372584, avg episodic return=10.00
timesteps=2371656 - 2372584, avg episodic return=10.00
timesteps=2371592 - 2372552, avg episodic return=10.00
timesteps=2371688 - 2372584, avg episodic return=10.00
timesteps=2371656 - 2372584, avg episodic return=10.00
timesteps=2372648 - 2373608, avg episodic return=11.30
timesteps=2372616 - 2373544, avg episodic return=9.47
timesteps=2372648 - 2373576, avg episodic return=10.00
timesteps=2372648 - 2373576, avg episodic return=9.63
timesteps=2372648 - 2373608, avg episodic return=9.41
timesteps=2373736 - 2374600, avg episodic return=10.00
timesteps=2373640 - 2374632, avg episodic return=10.00
timesteps=2373736 - 2374568, avg episodic return=10.00
timesteps=2373672 - 2374632, avg episodic return=10.00
timesteps=2373640 - 2374632, avg episodic return=10.00
timesteps=2374664 - 2375624, avg episodic return=9.17
timesteps=2374664 - 2375592, avg episodic return=10.56
timesteps=2374824 - 2375656, avg episodic return=10.00
timesteps=2374728 - 2375656, avg episodic return=10.00
timesteps=2374696 - 2375624, avg episodic return=11.00
timesteps=2375688 - 2376648, avg episodic return=9.41
timesteps=2375720 - 2376584, avg episodic return=10.50
timesteps=2375720 - 2376680, avg episodic return=10.34
timesteps=2375688 - 2376616, avg episodic return=9.44
timesteps=2375688 - 2376584, avg episodic return=10.00
timesteps=2376744 - 2377704, avg episodic return=10.00
timesteps=2376712 - 2377640, avg episodic return=9.23
timesteps=2376744 - 2377704, avg episodic return=10.40
timesteps=2376712 - 2377704, avg episodic return=9.09
timesteps=2376712 - 2377640, avg episodic return=10.50
timesteps=2377800 - 2378728, avg episodic return=9.41
timesteps=2377768 - 2378728, avg episodic return=9.64
timesteps=2377768 - 2378728, avg episodic return=10.71
timesteps=2378024 - 2378664, avg episodic return=10.00
timesteps=2377768 - 2378728, avg episodic return=10.59
timesteps=2378856 - 2379688, avg episodic return=8.00
timesteps=2378792 - 2379720, avg episodic return=10.00
timesteps=2378792 - 2379752, avg episodic return=9.52
timesteps=2378856 - 2379592, avg episodic return=10.00
timesteps=2378760 - 2379688, avg episodic return=10.91
timesteps=2379784 - 2380648, avg episodic return=8.75
timesteps=2379784 - 2380712, avg episodic return=10.71
timesteps=2379816 - 2380776, avg episodic return=9.38
timesteps=2379816 - 2380712, avg episodic return=10.50
timesteps=2379784 - 2380744, avg episodic return=10.00
timesteps=2380808 - 2381704, avg episodic return=9.52
timesteps=2380808 - 2381768, avg episodic return=10.00
timesteps=2380808 - 2381768, avg episodic return=9.47
timesteps=2380808 - 2381800, avg episodic return=10.00
timesteps=2380904 - 2381512, avg episodic return=10.00
timesteps=2382088 - 2382664, avg episodic return=10.00
timesteps=2381928 - 2382792, avg episodic return=10.00
timesteps=2381864 - 2382824, avg episodic return=10.45
timesteps=2381832 - 2382792, avg episodic return=10.59
timesteps=2381960 - 2382760, avg episodic return=10.00
timesteps=2382920 - 2383656, avg episodic return=10.00
timesteps=2382856 - 2383848, avg episodic return=10.00
timesteps=2382888 - 2383784, avg episodic return=9.29
timesteps=2382888 - 2383848, avg episodic return=10.53
timesteps=2382856 - 2383784, avg episodic return=10.00
timesteps=2383912 - 2384776, avg episodic return=10.00
timesteps=2383880 - 2384872, avg episodic return=10.00
timesteps=2383976 - 2384840, avg episodic return=10.00
timesteps=2383880 - 2384872, avg episodic return=8.57
timesteps=2383880 - 2384744, avg episodic return=10.00
timesteps=2384968 - 2385864, avg episodic return=10.00
timesteps=2384936 - 2385896, avg episodic return=10.00
timesteps=2384904 - 2385800, avg episodic return=9.50
timesteps=2384936 - 2385768, avg episodic return=10.00
timesteps=2384936 - 2385896, avg episodic return=10.00
timesteps=2386024 - 2386632, avg episodic return=11.82
timesteps=2385992 - 2386888, avg episodic return=10.00
timesteps=2385960 - 2386920, avg episodic return=10.00
timesteps=2386024 - 2386888, avg episodic return=10.00
timesteps=2385928 - 2386888, avg episodic return=10.83
timesteps=2387048 - 2387720, avg episodic return=9.23
timesteps=2386952 - 2387880, avg episodic return=10.00
timesteps=2386952 - 2387880, avg episodic return=9.44
timesteps=2386952 - 2387880, avg episodic return=10.00
timesteps=2387016 - 2387944, avg episodic return=10.48
timesteps=2387976 - 2388968, avg episodic return=9.23
timesteps=2388008 - 2388936, avg episodic return=10.00
timesteps=2387976 - 2388968, avg episodic return=10.00
timesteps=2387976 - 2388968, avg episodic return=10.00
timesteps=2388104 - 2388840, avg episodic return=10.00
timesteps=2389064 - 2389800, avg episodic return=10.00
timesteps=2389032 - 2389928, avg episodic return=10.53
timesteps=2389000 - 2389864, avg episodic return=10.00
timesteps=2389064 - 2389992, avg episodic return=10.00
timesteps=2389000 - 2389960, avg episodic return=10.00
timesteps=2390024 - 2390984, avg episodic return=10.00
timesteps=2390024 - 2391016, avg episodic return=10.00
timesteps=2390088 - 2391016, avg episodic return=10.00
timesteps=2390056 - 2390984, avg episodic return=10.00
timesteps=2390024 - 2391016, avg episodic return=10.00
timesteps=2391048 - 2392040, avg episodic return=9.38
timesteps=2391080 - 2392040, avg episodic return=10.00
timesteps=2391208 - 2391944, avg episodic return=9.09
timesteps=2391048 - 2391976, avg episodic return=10.00
timesteps=2391080 - 2392040, avg episodic return=10.00
timesteps=2392104 - 2393032, avg episodic return=9.50
timesteps=2392072 - 2393064, avg episodic return=10.00
timesteps=2392072 - 2393064, avg episodic return=10.00
timesteps=2392072 - 2393000, avg episodic return=10.91
timesteps=2392136 - 2393032, avg episodic return=11.43
timesteps=2393096 - 2394056, avg episodic return=8.82
timesteps=2393128 - 2394088, avg episodic return=10.71
timesteps=2393160 - 2394088, avg episodic return=10.00
timesteps=2393096 - 2394024, avg episodic return=9.33
timesteps=2393160 - 2394088, avg episodic return=10.62
timesteps=2394312 - 2395080, avg episodic return=10.00
timesteps=2394152 - 2395080, avg episodic return=9.68
timesteps=2394120 - 2395112, avg episodic return=10.43
timesteps=2394120 - 2395080, avg episodic return=9.41
timesteps=2394216 - 2395080, avg episodic return=10.45
timesteps=2395144 - 2396104, avg episodic return=10.83
timesteps=2395176 - 2396104, avg episodic return=10.00
timesteps=2395208 - 2396136, avg episodic return=10.00
timesteps=2395272 - 2396040, avg episodic return=10.00
timesteps=2395208 - 2396072, avg episodic return=10.00
timesteps=2396168 - 2397032, avg episodic return=11.00
timesteps=2396296 - 2397128, avg episodic return=10.00
timesteps=2396296 - 2397128, avg episodic return=10.91
timesteps=2396232 - 2397160, avg episodic return=10.42
timesteps=2396264 - 2397096, avg episodic return=10.83
timesteps=2397224 - 2398184, avg episodic return=9.33
timesteps=2397192 - 2398056, avg episodic return=9.38
timesteps=2397192 - 2398184, avg episodic return=10.00
timesteps=2397192 - 2398088, avg episodic return=10.00
timesteps=2397224 - 2398152, avg episodic return=9.50
timesteps=2398408 - 2399144, avg episodic return=10.00
timesteps=2398216 - 2399144, avg episodic return=10.00
timesteps=2398344 - 2399144, avg episodic return=10.00
timesteps=2398216 - 2399208, avg episodic return=9.38
timesteps=2398280 - 2399144, avg episodic return=10.00
timesteps=2399304 - 2400200, avg episodic return=7.50
timesteps=2399272 - 2400200, avg episodic return=10.38
timesteps=2399272 - 2400232, avg episodic return=10.00
timesteps=2399272 - 2400168, avg episodic return=8.85
timesteps=2399240 - 2400232, avg episodic return=10.00
timesteps=2400264 - 2401224, avg episodic return=10.00
timesteps=2400264 - 2401160, avg episodic return=10.00
timesteps=2400264 - 2401224, avg episodic return=9.17
timesteps=2400264 - 2401256, avg episodic return=10.00
timesteps=2400264 - 2401192, avg episodic return=9.44
timesteps=2401448 - 2402280, avg episodic return=10.00
timesteps=2401320 - 2402280, avg episodic return=10.00
timesteps=2401288 - 2402248, avg episodic return=10.00
timesteps=2401288 - 2402184, avg episodic return=10.00
timesteps=2401416 - 2402280, avg episodic return=9.50
timesteps=2402344 - 2403304, avg episodic return=10.62
timesteps=2402312 - 2403240, avg episodic return=9.57
timesteps=2402312 - 2403240, avg episodic return=9.38
timesteps=2402344 - 2403240, avg episodic return=10.00
timesteps=2402312 - 2403240, avg episodic return=8.33
timesteps=2403336 - 2404328, avg episodic return=10.00
timesteps=2403368 - 2404296, avg episodic return=10.48
timesteps=2403336 - 2404296, avg episodic return=9.33
timesteps=2403336 - 2404296, avg episodic return=10.56
timesteps=2403368 - 2404328, avg episodic return=9.44
timesteps=2404360 - 2405320, avg episodic return=10.00
timesteps=2404456 - 2405320, avg episodic return=10.00
timesteps=2404424 - 2405320, avg episodic return=11.43
timesteps=2404392 - 2405096, avg episodic return=10.83
timesteps=2404456 - 2405352, avg episodic return=11.18
timesteps=2405384 - 2406376, avg episodic return=11.11
timesteps=2405416 - 2406312, avg episodic return=10.00
timesteps=2405384 - 2406376, avg episodic return=10.48
timesteps=2405384 - 2406376, avg episodic return=10.00
timesteps=2405544 - 2406376, avg episodic return=10.91
timesteps=2406408 - 2407304, avg episodic return=10.00
timesteps=2406440 - 2407336, avg episodic return=10.00
